NAZ_OBEC,KOD_LAU1,NAZ_LAU1,KOD_CZNUTS3,NAZ_CZNUTS3
Pouzdřany,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Přibice,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj
Přítluky,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Přítluky,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Rakvice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Sedlec,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Starovice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Starovičky,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Strachotín,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Šakvice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Šitbořice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Tvrdonice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Týnec,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Uherčice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Valtice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Velké Bílovice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Velké Hostěrádky,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Velké Němčice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Velké Pavlovice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Vlasatice,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj
Vranovice,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj
Vrbice,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Zaječí,CZ0644,Břeclav,CZ064,Jihomoravský kraj
Zlín,CZ0724,Zlín,CZ072,Zlínský kraj
Biskupice,CZ0724,Zlín,CZ072,Zlínský kraj
Bohuslavice u Zlína,CZ0724,Zlín,CZ072,Zlínský kraj
Bratřejov,CZ0724,Zlín,CZ072,Zlínský kraj
Brumov-Bylnice,CZ0724,Zlín,CZ072,Zlínský kraj
Březová,CZ0724,Zlín,CZ072,Zlínský kraj
Březůvky,CZ0724,Zlín,CZ072,Zlínský kraj
Dešná,CZ0724,Zlín,CZ072,Zlínský kraj
Dobrkovice,CZ0724,Zlín,CZ072,Zlínský kraj
Dolní Lhota,CZ0724,Zlín,CZ072,Zlínský kraj
Doubravy,CZ0724,Zlín,CZ072,Zlínský kraj
Drnovice,CZ0724,Zlín,CZ072,Zlínský kraj
Držková,CZ0724,Zlín,CZ072,Zlínský kraj
Fryšták,CZ0724,Zlín,CZ072,Zlínský kraj
Halenkovice,CZ0724,Zlín,CZ072,Zlínský kraj
Haluzice,CZ0724,Zlín,CZ072,Zlínský kraj
Horní Lhota,CZ0724,Zlín,CZ072,Zlínský kraj
Hostišová,CZ0724,Zlín,CZ072,Zlínský kraj
Hrobice,CZ0724,Zlín,CZ072,Zlínský kraj
Hřivínův Újezd,CZ0724,Zlín,CZ072,Zlínský kraj
Hvozdná,CZ0724,Zlín,CZ072,Zlínský kraj
Jasenná,CZ0724,Zlín,CZ072,Zlínský kraj
Jestřabí,CZ0724,Zlín,CZ072,Zlínský kraj
Kaňovice,CZ0724,Zlín,CZ072,Zlínský kraj
Kašava,CZ0724,Zlín,CZ072,Zlínský kraj
Loučka,CZ0724,Zlín,CZ072,Zlínský kraj
Loučka,CZ0724,Zlín,CZ072,Zlínský kraj
Ludkovice,CZ0724,Zlín,CZ072,Zlínský kraj
Luhačovice,CZ0724,Zlín,CZ072,Zlínský kraj
Luhačovice,CZ0724,Zlín,CZ072,Zlínský kraj
Luhačovice,CZ0724,Zlín,CZ072,Zlínský kraj
Lukov,CZ0724,Zlín,CZ072,Zlínský kraj
Lutonina,CZ0724,Zlín,CZ072,Zlínský kraj
Machová,CZ0724,Zlín,CZ072,Zlínský kraj
Mysločovice,CZ0724,Zlín,CZ072,Zlínský kraj
Napajedla,CZ0724,Zlín,CZ072,Zlínský kraj
Návojná,CZ0724,Zlín,CZ072,Zlínský kraj
Nedašov,CZ0724,Zlín,CZ072,Zlínský kraj
Nedašova Lhota,CZ0724,Zlín,CZ072,Zlínský kraj
Neubuz,CZ0724,Zlín,CZ072,Zlínský kraj
Otrokovice,CZ0724,Zlín,CZ072,Zlínský kraj
Podkopná Lhota,CZ0724,Zlín,CZ072,Zlínský kraj
Provodov,CZ0724,Zlín,CZ072,Zlínský kraj
Racková,CZ0724,Zlín,CZ072,Zlínský kraj
Sazovice,CZ0724,Zlín,CZ072,Zlínský kraj
Sehradice,CZ0724,Zlín,CZ072,Zlínský kraj
Slavičín,CZ0724,Zlín,CZ072,Zlínský kraj
Slopné,CZ0724,Zlín,CZ072,Zlínský kraj
Slušovice,CZ0724,Zlín,CZ072,Zlínský kraj
Spytihněv,CZ0724,Zlín,CZ072,Zlínský kraj
Šanov,CZ0724,Zlín,CZ072,Zlínský kraj
Šarovy,CZ0724,Zlín,CZ072,Zlínský kraj
Štítná nad Vláří-Popov,CZ0724,Zlín,CZ072,Zlínský kraj
Tlumačov,CZ0724,Zlín,CZ072,Zlínský kraj
Trnava,CZ0724,Zlín,CZ072,Zlínský kraj
Ublo,CZ0724,Zlín,CZ072,Zlínský kraj
Újezd,CZ0724,Zlín,CZ072,Zlínský kraj
Valašské Klobouky,CZ0724,Zlín,CZ072,Zlínský kraj
Velký Ořechov,CZ0724,Zlín,CZ072,Zlínský kraj
Veselá,CZ0724,Zlín,CZ072,Zlínský kraj
Vizovice,CZ0724,Zlín,CZ072,Zlínský kraj
Vlachovice,CZ0724,Zlín,CZ072,Zlínský kraj
Vlčková,CZ0724,Zlín,CZ072,Zlínský kraj
Všemina,CZ0724,Zlín,CZ072,Zlínský kraj
Vysoké Pole,CZ0724,Zlín,CZ072,Zlínský kraj
Zádveřice-Raková,CZ0724,Zlín,CZ072,Zlínský kraj
Závist,CZ0641,Blansko,CZ064,Jihomoravský kraj
Žlutava,CZ0724,Zlín,CZ072,Zlínský kraj
Hodonín,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Archlebov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Blatnice pod Svatým Antonínkem,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Blatnička,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Světlá,CZ0641,Blansko,CZ064,Jihomoravský kraj
Bukovany,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Bzenec,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Čejč,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Čejkovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Čeložnice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Dambořice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Dolní Bojanovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Domanín,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Dražůvky,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Dubňany,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Hovorany,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Hroznová Lhota,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Hrubá Vrbka,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Hýsly,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Javorník,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Ježov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Josefov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Karlín,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Kelčany,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Kněždub,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Kostelec,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Kozojídky,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Kuželov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Kyjov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Labuty,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Lipov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Louka,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Lovčice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Lužice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Malá Vrbka,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Mikulčice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Milotice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Moravany,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Moravský Písek,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Mutěnice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Násedlovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Nechvalín,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Nenkovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Nová Lhota,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Nový Poddvorov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Ostrovánky,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Petrov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Prušánky,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Radějov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Ratíškovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Rohatec,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Skalka,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Skoronice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Sobůlky,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Starý Poddvorov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Stavěšice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Strážnice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Strážovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Sudoměřice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Suchov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Svatobořice-Mistřín,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Syrovín,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Šardice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Tasov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Těmice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Terezín,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Tvarožná Lhota,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Uhřice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Vacenovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Velká nad Veličkou,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Veselí nad Moravou,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Věteřov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Vlkoš,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Vnorovy,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Vracov,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Vřesovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Žádovice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Žarošice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Ždánice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Želetice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Žeravice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Žeraviny,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Jihlava,CZ0632,Jihlava,CZ063,Kraj Vysočina
Arnolec,CZ0632,Jihlava,CZ063,Kraj Vysočina
Batelov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Lipová,CZ0724,Zlín,CZ072,Zlínský kraj
Bílý Kámen,CZ0632,Jihlava,CZ063,Kraj Vysočina
Bítovčice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Bohuslavice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Rudimov,CZ0724,Zlín,CZ072,Zlínský kraj
Boršov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Brtnice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Brzkov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Křekov,CZ0724,Zlín,CZ072,Zlínský kraj
Cejle,CZ0632,Jihlava,CZ063,Kraj Vysočina
Cerekvička-Rosice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vlachova Lhota,CZ0724,Zlín,CZ072,Zlínský kraj
Černíč,CZ0632,Jihlava,CZ063,Kraj Vysočina
Dlouhá Brtnice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Dobronín,CZ0632,Jihlava,CZ063,Kraj Vysočina
Dobroutov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Dolní Cerekev,CZ0632,Jihlava,CZ063,Kraj Vysočina
Karlovice,CZ0724,Zlín,CZ072,Zlínský kraj
Dolní Vilímeč,CZ0632,Jihlava,CZ063,Kraj Vysočina
Doupě,CZ0632,Jihlava,CZ063,Kraj Vysočina
Dudín,CZ0632,Jihlava,CZ063,Kraj Vysočina
Dušejov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Dyjice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Čížov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Hladov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Hodice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Hojkov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Horní Dubenky,CZ0632,Jihlava,CZ063,Kraj Vysočina
Rančířov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Borovná,CZ0632,Jihlava,CZ063,Kraj Vysočina
Hostětice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Horní Myslová,CZ0632,Jihlava,CZ063,Kraj Vysočina
Olší,CZ0632,Jihlava,CZ063,Kraj Vysočina
Hubenov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Zadní Vydří,CZ0632,Jihlava,CZ063,Kraj Vysočina
Jamné,CZ0632,Jihlava,CZ063,Kraj Vysočina
Zástřizly,CZ0721,Kroměříž,CZ072,Zlínský kraj
Jersín,CZ0632,Jihlava,CZ063,Kraj Vysočina
Jezdovice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Ježená,CZ0632,Jihlava,CZ063,Kraj Vysočina
Jihlávka,CZ0632,Jihlava,CZ063,Kraj Vysočina
Jindřichovice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Kalhov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Kaliště,CZ0632,Jihlava,CZ063,Kraj Vysočina
Kamenice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Karolín,CZ0721,Kroměříž,CZ072,Zlínský kraj
Kamenná,CZ0632,Jihlava,CZ063,Kraj Vysočina
Klatovec,CZ0632,Jihlava,CZ063,Kraj Vysočina
Knínice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Prasklice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Kostelec,CZ0632,Jihlava,CZ063,Kraj Vysočina
Kostelní Myslová,CZ0632,Jihlava,CZ063,Kraj Vysočina
Kozlov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Krahulčí,CZ0632,Jihlava,CZ063,Kraj Vysočina
Krasonice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Lhotka,CZ0632,Jihlava,CZ063,Kraj Vysočina
Stropešín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Luka nad Jihlavou,CZ0632,Jihlava,CZ063,Kraj Vysočina
Malý Beranov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Markvartice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Měšín,CZ0632,Jihlava,CZ063,Kraj Vysočina
Meziříčko,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Milíčov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Mirošov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Mrákotín,CZ0632,Jihlava,CZ063,Kraj Vysočina
Mysletice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Mysliboř,CZ0632,Jihlava,CZ063,Kraj Vysočina
Nadějov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Nevcehle,CZ0632,Jihlava,CZ063,Kraj Vysočina
Nová Říše,CZ0632,Jihlava,CZ063,Kraj Vysočina
Lomy,CZ0634,Třebíč,CZ063,Kraj Vysočina
Olšany,CZ0632,Jihlava,CZ063,Kraj Vysočina
Opatov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Ořechov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Otín,CZ0632,Jihlava,CZ063,Kraj Vysočina
Panenská Rozsíčka,CZ0632,Jihlava,CZ063,Kraj Vysočina
Dolní Lažany,CZ0634,Třebíč,CZ063,Kraj Vysočina
Panské Dubenky,CZ0632,Jihlava,CZ063,Kraj Vysočina
Pavlov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Valdíkov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Plandry,CZ0632,Jihlava,CZ063,Kraj Vysočina
Polná,CZ0632,Jihlava,CZ063,Kraj Vysočina
Nový Šaldorf-Sedlešovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Rodkov,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Puklice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Tři Studně,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Radkov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Milešín,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Rantířov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Rohozná,CZ0632,Jihlava,CZ063,Kraj Vysočina
Rozseč,CZ0632,Jihlava,CZ063,Kraj Vysočina
Růžená,CZ0632,Jihlava,CZ063,Kraj Vysočina
Rybné,CZ0632,Jihlava,CZ063,Kraj Vysočina
Řásná,CZ0632,Jihlava,CZ063,Kraj Vysočina
Křídla,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Řídelov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vlachovice,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Sedlatice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Sedlejov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Velké Tresné,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Katov,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj
Stáj,CZ0632,Jihlava,CZ063,Kraj Vysočina
Stará Říše,CZ0632,Jihlava,CZ063,Kraj Vysočina
Stonařov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Strachoňovice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Střítež,CZ0632,Jihlava,CZ063,Kraj Vysočina
Nové Dvory,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Suchá,CZ0632,Jihlava,CZ063,Kraj Vysočina
Svojkovice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Šimanov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Cikháj,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Telč,CZ0632,Jihlava,CZ063,Kraj Vysočina
Telč,CZ0632,Jihlava,CZ063,Kraj Vysočina
Třešť,CZ0632,Jihlava,CZ063,Kraj Vysočina
Třeštice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Račín,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Urbanov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Ústí,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vanov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vanůvek,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vápovice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Velký Beranov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Větrný Jeníkov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Věžnice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Věžnička,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vílanec,CZ0632,Jihlava,CZ063,Kraj Vysočina
Volevčice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vyskytná nad Jihlavou,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vysoké Studnice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Vystrčenovice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Záborná,CZ0632,Jihlava,CZ063,Kraj Vysočina
Zbilidy,CZ0632,Jihlava,CZ063,Kraj Vysočina
Zbinohy,CZ0632,Jihlava,CZ063,Kraj Vysočina
Sazomín,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Zdeňkov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Zhoř,CZ0632,Jihlava,CZ063,Kraj Vysočina
Zvolenovice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Žatec,CZ0632,Jihlava,CZ063,Kraj Vysočina
Ždírec,CZ0632,Jihlava,CZ063,Kraj Vysočina
Kroměříž,CZ0721,Kroměříž,CZ072,Zlínský kraj
Bařice-Velké Těšany,CZ0721,Kroměříž,CZ072,Zlínský kraj
Bělov,CZ0724,Zlín,CZ072,Zlínský kraj
Bezměrov,CZ0721,Kroměříž,CZ072,Zlínský kraj
Vysoké,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Vícenice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Brusné,CZ0721,Kroměříž,CZ072,Zlínský kraj
Břest,CZ0721,Kroměříž,CZ072,Zlínský kraj
Bystřice pod Hostýnem,CZ0721,Kroměříž,CZ072,Zlínský kraj
Cetechovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Dřínov,CZ0721,Kroměříž,CZ072,Zlínský kraj
Holešov,CZ0721,Kroměříž,CZ072,Zlínský kraj
Horní Lapač,CZ0721,Kroměříž,CZ072,Zlínský kraj
Hoštice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Hulín,CZ0721,Kroměříž,CZ072,Zlínský kraj
Chomýž,CZ0721,Kroměříž,CZ072,Zlínský kraj
Chropyně,CZ0721,Kroměříž,CZ072,Zlínský kraj
Kostelany,CZ0721,Kroměříž,CZ072,Zlínský kraj
Chvalnov-Lísky,CZ0721,Kroměříž,CZ072,Zlínský kraj
Jankovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Jarohněvice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Komárno,CZ0721,Kroměříž,CZ072,Zlínský kraj
Koryčany,CZ0721,Kroměříž,CZ072,Zlínský kraj
Kostelec u Holešova,CZ0721,Kroměříž,CZ072,Zlínský kraj
Kunkovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Kurovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Kvasice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Kyselovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Lechotice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Litenčice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Loukov,CZ0721,Kroměříž,CZ072,Zlínský kraj
Lubná,CZ0721,Kroměříž,CZ072,Zlínský kraj
Ludslavice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Lutopecny,CZ0721,Kroměříž,CZ072,Zlínský kraj
Martinice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Míškovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Morkovice-Slížany,CZ0721,Kroměříž,CZ072,Zlínský kraj
Němčice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Nítkovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Nová Dědina,CZ0721,Kroměříž,CZ072,Zlínský kraj
Osíčko,CZ0721,Kroměříž,CZ072,Zlínský kraj
Pacetluky,CZ0721,Kroměříž,CZ072,Zlínský kraj
Pačlavice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Počenice-Tetětice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Podhradní Lhota,CZ0721,Kroměříž,CZ072,Zlínský kraj
Pravčice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Prusinovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Rajnochovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Rataje,CZ0721,Kroměříž,CZ072,Zlínský kraj
Roštění,CZ0721,Kroměříž,CZ072,Zlínský kraj
Roštín,CZ0721,Kroměříž,CZ072,Zlínský kraj
Rusava,CZ0721,Kroměříž,CZ072,Zlínský kraj
Rymice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Skaštice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Slavkov pod Hostýnem,CZ0721,Kroměříž,CZ072,Zlínský kraj
Soběsuky,CZ0721,Kroměříž,CZ072,Zlínský kraj
Střílky,CZ0721,Kroměříž,CZ072,Zlínský kraj
Střížovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Sulimov,CZ0721,Kroměříž,CZ072,Zlínský kraj
Troubky-Zdislavice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Třebětice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Uhřice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Věžky,CZ0721,Kroměříž,CZ072,Zlínský kraj
Vítonice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Zahnašovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Záříčí,CZ0721,Kroměříž,CZ072,Zlínský kraj
Zborovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Zdounky,CZ0721,Kroměříž,CZ072,Zlínský kraj
Zlobice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Žalkovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Žeranovice,CZ0721,Kroměříž,CZ072,Zlínský kraj
Prostějov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Bedihošť,CZ0713,Prostějov,CZ071,Olomoucký kraj
Bílovice-Lutotín,CZ0713,Prostějov,CZ071,Olomoucký kraj
Biskupice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Bohuslavice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Bousín,CZ0713,Prostějov,CZ071,Olomoucký kraj
Brodek u Konice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Brodek u Prostějova,CZ0713,Prostějov,CZ071,Olomoucký kraj
Březsko,CZ0713,Prostějov,CZ071,Olomoucký kraj
Budětsko,CZ0713,Prostějov,CZ071,Olomoucký kraj
Buková,CZ0713,Prostějov,CZ071,Olomoucký kraj
Čehovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Čechy pod Kosířem,CZ0713,Prostějov,CZ071,Olomoucký kraj
Čelčice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Čelechovice na Hané,CZ0713,Prostějov,CZ071,Olomoucký kraj
Dětkovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Dobrochov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Dobromilice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Doloplazy,CZ0713,Prostějov,CZ071,Olomoucký kraj
Drahany,CZ0713,Prostějov,CZ071,Olomoucký kraj
Dřevnovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Dzbel,CZ0713,Prostějov,CZ071,Olomoucký kraj
Hluchov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Horní Štěpánov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Hradčany-Kobeřice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Hrdibořice,CZ0713,Prostějov,CZ071,Olomoucký kraj
